nom,intérêts,niveau,competences,domaine
Personne 722,"[""NLP"", ""CSS"", ""Big Data""]",Avancé,"[""Tableau"", ""SQL"", ""CSS"", ""Docker"", ""JavaScript""]",Gestion de Projet
Personne 723,"[""Computer Vision"", ""NLP"", ""Data Analysis""]",Intermédiaire,"[""R"", ""Python""]",Développement Web
Personne 724,"[""IA""]",Intermédiaire,"[""Git"", ""R"", ""AWS""]",Marketing Digital
Personne 725,"[""CSS"", ""Big Data"", ""Web Development""]",Débutant,"[""Git"", ""Tableau"", ""Power BI"", ""Google Cloud"", ""R\u00e9solution de probl\u00e8mes""]",Marketing Digital
Personne 726,"[""JavaScript"", ""NLP""]",Intermédiaire,"[""Gestion de projet"", ""Tableau"", ""R"", ""Power BI""]",Marketing Digital
Personne 727,"[""JavaScript"", ""Cloud Computing""]",Débutant,"[""Docker"", ""JavaScript"", ""Tableau""]",Data Science
Personne 728,"[""Python"", ""Machine Learning""]",Avancé,"[""CSS"", ""Python"", ""Google Cloud"", ""JavaScript""]",Gestion de Projet
Personne 729,"[""Cloud Computing"", ""JavaScript"", ""Computer Vision""]",Débutant,"[""R\u00e9solution de probl\u00e8mes"", ""Python"", ""Analyse de donn\u00e9es"", ""Azure""]",Data Science
Personne 730,"[""Python""]",Débutant,"[""HTML"", ""R""]",Gestion de Projet
Personne 731,"[""Python""]",Intermédiaire,"[""SQL"", ""AWS"", ""Tableau"", ""R"", ""Google Cloud""]",Développement Web
Personne 732,"[""Computer Vision"", ""Node.js""]",Intermédiaire,"[""Gestion de projet"", ""Azure""]",Data Science
Personne 733,"[""HTML"", ""Cloud Computing"", ""CSS""]",Avancé,"[""Tableau"", ""SQL"", ""Communication""]",Informatique
Personne 734,"[""NLP""]",Débutant,"[""Docker"", ""CSS"", ""Azure"", ""R\u00e9solution de probl\u00e8mes"", ""Power BI""]",Informatique
Personne 735,"[""Computer Vision""]",Intermédiaire,"[""Git"", ""Google Cloud"", ""Docker"", ""JavaScript""]",Développement Web
Personne 736,"[""Web Development"", ""HTML""]",Intermédiaire,"[""Gestion de projet"", ""Google Cloud"", ""AWS"", ""Tableau""]",Informatique
Personne 737,"[""CSS"", ""Computer Vision"", ""Node.js""]",Avancé,"[""Git"", ""Azure"", ""Communication"", ""HTML"", ""JavaScript""]",Marketing Digital
Personne 738,"[""JavaScript""]",Avancé,"[""HTML"", ""CSS""]",Développement Web
Personne 739,"[""Big Data""]",Intermédiaire,"[""Python"", ""Gestion de projet"", ""Docker"", ""Tableau"", ""Excel""]",Informatique
Personne 740,"[""Data Analysis"", ""IA""]",Avancé,"[""Google Cloud"", ""Git"", ""AWS"", ""Python""]",Gestion de Projet
Personne 741,"[""Machine Learning"", ""Data Analysis"", ""CSS""]",Avancé,"[""Git"", ""Tableau"", ""Python""]",Informatique
Personne 742,"[""Computer Vision"", ""JavaScript""]",Débutant,"[""Python"", ""R"", ""Excel"", ""AWS"", ""JavaScript""]",Marketing Digital
Personne 743,"[""Machine Learning"", ""Computer Vision"", ""SQL""]",Débutant,"[""Docker"", ""CSS""]",Data Science
Personne 744,"[""Big Data""]",Intermédiaire,"[""Git"", ""Google Cloud"", ""Docker"", ""CSS""]",Informatique
Personne 745,"[""SQL"", ""Python"", ""Machine Learning""]",Avancé,"[""Tableau"", ""Azure""]",Informatique
Personne 746,"[""CSS"", ""React"", ""HTML""]",Avancé,"[""CSS"", ""Git""]",Développement Web
Personne 747,"[""IA""]",Intermédiaire,"[""CSS"", ""Azure""]",Développement Web
Personne 748,"[""React""]",Avancé,"[""Docker"", ""CSS"", ""Python""]",Gestion de Projet
Personne 749,"[""SQL"", ""Cloud Computing""]",Intermédiaire,"[""HTML"", ""JavaScript"", ""Docker"", ""CSS"", ""Azure""]",Informatique
Personne 750,"[""Web Development"", ""HTML""]",Avancé,"[""Analyse de donn\u00e9es"", ""Google Cloud"", ""Excel""]",Informatique
Personne 751,"[""Big Data""]",Intermédiaire,"[""Docker"", ""Gestion de projet"", ""R\u00e9solution de probl\u00e8mes"", ""JavaScript""]",Informatique
Personne 752,"[""Python"", ""JavaScript""]",Débutant,"[""Excel"", ""Communication"", ""R\u00e9solution de probl\u00e8mes"", ""R""]",Data Science
Personne 753,"[""SQL"", ""Cloud Computing""]",Débutant,"[""R\u00e9solution de probl\u00e8mes"", ""Analyse de donn\u00e9es"", ""Gestion de projet"", ""HTML"", ""SQL""]",Informatique
Personne 754,"[""React""]",Débutant,"[""HTML"", ""Power BI"", ""Git"", ""AWS""]",Développement Web
Personne 755,"[""React""]",Débutant,"[""JavaScript"", ""HTML"", ""Docker""]",Développement Web
Personne 756,"[""Big Data"", ""IA"", ""Python""]",Intermédiaire,"[""Gestion de projet"", ""CSS"", ""Excel"", ""Communication""]",Informatique
Personne 757,"[""HTML"", ""Big Data"", ""Angular""]",Avancé,"[""R"", ""Tableau""]",Informatique
Personne 758,"[""Python"", ""Cloud Computing"", ""Data Analysis""]",Débutant,"[""CSS"", ""Docker"", ""Gestion de projet"", ""JavaScript""]",Développement Web
Personne 759,"[""React""]",Avancé,"[""AWS"", ""SQL"", ""Git"", ""Communication""]",Data Science
Personne 760,"[""CSS""]",Avancé,"[""Analyse de donn\u00e9es"", ""R"", ""Power BI"", ""Communication"", ""Google Cloud""]",Informatique
Personne 761,"[""Web Development"", ""React""]",Intermédiaire,"[""Excel"", ""R"", ""Analyse de donn\u00e9es"", ""Communication""]",Développement Web
Personne 762,"[""Angular"", ""Web Development""]",Avancé,"[""HTML"", ""Azure"", ""Google Cloud"", ""Power BI"", ""SQL""]",Informatique
Personne 763,"[""Web Development""]",Débutant,"[""Tableau"", ""JavaScript""]",Marketing Digital
Personne 764,"[""SQL"", ""Python"", ""CSS""]",Avancé,"[""Power BI"", ""Tableau"", ""Gestion de projet"", ""HTML"", ""Analyse de donn\u00e9es""]",Informatique
Personne 765,"[""Python""]",Intermédiaire,"[""Git"", ""R"", ""Gestion de projet"", ""CSS""]",Informatique
Personne 766,"[""JavaScript"", ""React"", ""Data Analysis""]",Intermédiaire,"[""Analyse de donn\u00e9es"", ""Git"", ""JavaScript"", ""Docker"", ""AWS""]",Marketing Digital
Personne 767,"[""Python"", ""Node.js""]",Avancé,"[""R\u00e9solution de probl\u00e8mes"", ""HTML"", ""Analyse de donn\u00e9es"", ""AWS""]",Marketing Digital
Personne 768,"[""Big Data"", ""Data Analysis"", ""NLP""]",Intermédiaire,"[""CSS"", ""JavaScript"", ""Excel"", ""Communication"", ""HTML""]",Gestion de Projet
Personne 769,"[""Computer Vision""]",Intermédiaire,"[""Power BI"", ""Tableau"", ""Azure"", ""SQL""]",Informatique
Personne 770,"[""JavaScript"", ""CSS"", ""Machine Learning""]",Débutant,"[""Google Cloud"", ""Excel"", ""Gestion de projet"", ""HTML""]",Marketing Digital
Personne 771,"[""HTML""]",Intermédiaire,"[""Analyse de donn\u00e9es"", ""Docker"", ""Excel""]",Marketing Digital
Personne 772,"[""CSS"", ""Node.js""]",Intermédiaire,"[""Gestion de projet"", ""Communication""]",Informatique
Personne 773,"[""CSS"", ""IA""]",Intermédiaire,"[""Azure"", ""HTML""]",Marketing Digital
Personne 774,"[""Cloud Computing""]",Débutant,"[""JavaScript"", ""Excel""]",Data Science
Personne 775,"[""SQL"", ""IA""]",Avancé,"[""Python"", ""JavaScript""]",Informatique
Personne 776,"[""Cloud Computing"", ""CSS""]",Avancé,"[""CSS"", ""R"", ""Git"", ""Power BI"", ""Gestion de projet""]",Marketing Digital
Personne 777,"[""Cloud Computing"", ""CSS""]",Intermédiaire,"[""CSS"", ""AWS"", ""Docker"", ""Google Cloud""]",Gestion de Projet
Personne 778,"[""React"", ""Python""]",Avancé,"[""R"", ""Google Cloud"", ""CSS"", ""Git"", ""Analyse de donn\u00e9es""]",Informatique
Personne 779,"[""Computer Vision""]",Débutant,"[""Excel"", ""Gestion de projet"", ""AWS""]",Marketing Digital
Personne 780,"[""NLP"", ""Angular"", ""HTML""]",Intermédiaire,"[""CSS"", ""Tableau"", ""HTML""]",Informatique
Personne 781,"[""Node.js"", ""HTML"", ""Angular""]",Intermédiaire,"[""Google Cloud"", ""Tableau""]",Data Science
Personne 782,"[""Python"", ""React""]",Intermédiaire,"[""Analyse de donn\u00e9es"", ""Python"", ""JavaScript""]",Informatique
Personne 783,"[""Cloud Computing"", ""Web Development""]",Intermédiaire,"[""Docker"", ""R"", ""HTML""]",Gestion de Projet
Personne 784,"[""CSS"", ""Web Development""]",Intermédiaire,"[""R"", ""SQL""]",Développement Web
Personne 785,"[""Node.js"", ""Computer Vision""]",Avancé,"[""Git"", ""Excel"", ""Google Cloud"", ""Gestion de projet"", ""Azure""]",Marketing Digital
Personne 786,"[""JavaScript""]",Débutant,"[""Analyse de donn\u00e9es"", ""Python""]",Gestion de Projet
Personne 787,"[""Web Development"", ""Angular"", ""SQL""]",Avancé,"[""Excel"", ""HTML""]",Data Science
Personne 788,"[""Node.js"", ""IA""]",Intermédiaire,"[""SQL"", ""Analyse de donn\u00e9es"", ""Google Cloud"", ""Docker"", ""Python""]",Data Science
Personne 789,"[""HTML"", ""Cloud Computing""]",Débutant,"[""R"", ""Gestion de projet""]",Informatique
Personne 790,"[""Web Development"", ""JavaScript"", ""IA""]",Intermédiaire,"[""JavaScript"", ""Google Cloud"", ""R\u00e9solution de probl\u00e8mes"", ""Gestion de projet"", ""Git""]",Marketing Digital
Personne 791,"[""Data Analysis""]",Débutant,"[""SQL"", ""AWS""]",Gestion de Projet
Personne 792,"[""Computer Vision"", ""Data Analysis"", ""Cloud Computing""]",Avancé,"[""R"", ""Git"", ""Azure"", ""HTML"", ""Python""]",Data Science
Personne 793,"[""JavaScript"", ""Node.js"", ""React""]",Débutant,"[""Git"", ""SQL""]",Gestion de Projet
Personne 794,"[""Data Analysis"", ""React""]",Intermédiaire,"[""AWS"", ""Analyse de donn\u00e9es"", ""JavaScript"", ""Tableau""]",Data Science
Personne 795,"[""JavaScript"", ""HTML""]",Intermédiaire,"[""Excel"", ""Google Cloud"", ""CSS"", ""R"", ""Tableau""]",Marketing Digital
Personne 796,"[""React"", ""HTML""]",Intermédiaire,"[""Gestion de projet"", ""Azure"", ""Communication""]",Gestion de Projet
Personne 797,"[""React""]",Avancé,"[""Azure"", ""R\u00e9solution de probl\u00e8mes""]",Data Science
Personne 798,"[""NLP""]",Avancé,"[""Tableau"", ""SQL"", ""JavaScript""]",Gestion de Projet
Personne 799,"[""HTML"", ""Computer Vision""]",Avancé,"[""Azure"", ""R"", ""HTML""]",Gestion de Projet
Personne 800,"[""Big Data"", ""JavaScript""]",Avancé,"[""Docker"", ""Azure"", ""AWS""]",Gestion de Projet
Personne 801,"[""CSS"", ""Angular"", ""Node.js""]",Avancé,"[""Communication"", ""AWS"", ""Git"", ""CSS""]",Développement Web
Personne 802,"[""CSS"", ""Node.js""]",Intermédiaire,"[""R"", ""Power BI"", ""JavaScript"", ""AWS""]",Marketing Digital
Personne 803,"[""Data Analysis"", ""SQL"", ""Node.js""]",Intermédiaire,"[""Docker"", ""R\u00e9solution de probl\u00e8mes"", ""Communication"", ""Power BI""]",Data Science
Personne 804,"[""JavaScript"", ""Node.js"", ""Big Data""]",Avancé,"[""HTML"", ""Google Cloud""]",Informatique
Personne 805,"[""Cloud Computing"", ""IA""]",Intermédiaire,"[""Python"", ""AWS"", ""R"", ""Tableau""]",Gestion de Projet
Personne 806,"[""SQL"", ""Node.js""]",Avancé,"[""AWS"", ""CSS""]",Informatique
Personne 807,"[""Data Analysis""]",Intermédiaire,"[""R\u00e9solution de probl\u00e8mes"", ""R"", ""Azure""]",Informatique
Personne 808,"[""Node.js"", ""Computer Vision""]",Avancé,"[""AWS"", ""R\u00e9solution de probl\u00e8mes"", ""Analyse de donn\u00e9es"", ""JavaScript""]",Marketing Digital
Personne 809,"[""CSS""]",Intermédiaire,"[""Analyse de donn\u00e9es"", ""Gestion de projet"", ""Git"", ""Docker"", ""Power BI""]",Gestion de Projet
Personne 810,"[""Node.js""]",Débutant,"[""Gestion de projet"", ""CSS"", ""Docker""]",Informatique
Personne 811,"[""Data Analysis"", ""Angular""]",Débutant,"[""Azure"", ""CSS"", ""Git"", ""Tableau"", ""Excel""]",Gestion de Projet
Personne 812,"[""SQL""]",Débutant,"[""HTML"", ""R"", ""R\u00e9solution de probl\u00e8mes"", ""Excel""]",Informatique
Personne 813,"[""Cloud Computing"", ""NLP"", ""JavaScript""]",Débutant,"[""AWS"", ""R"", ""Google Cloud"", ""HTML""]",Marketing Digital
Personne 814,"[""Web Development"", ""Cloud Computing""]",Avancé,"[""Azure"", ""Communication"", ""Docker"", ""Google Cloud""]",Data Science
Personne 815,"[""CSS"", ""HTML""]",Débutant,"[""R"", ""Google Cloud"", ""Excel"", ""SQL""]",Développement Web
Personne 816,"[""Computer Vision"", ""Cloud Computing"", ""IA""]",Intermédiaire,"[""Gestion de projet"", ""SQL"", ""Docker"", ""Azure"", ""Communication""]",Informatique
Personne 817,"[""Big Data"", ""React""]",Intermédiaire,"[""R\u00e9solution de probl\u00e8mes"", ""Analyse de donn\u00e9es"", ""Tableau"", ""Python""]",Gestion de Projet
Personne 818,"[""Cloud Computing"", ""Angular"", ""SQL""]",Débutant,"[""R\u00e9solution de probl\u00e8mes"", ""CSS""]",Développement Web
Personne 819,"[""Data Analysis""]",Intermédiaire,"[""Azure"", ""Tableau"", ""SQL"", ""CSS"", ""Excel""]",Gestion de Projet
Personne 820,"[""Web Development"", ""SQL"", ""NLP""]",Intermédiaire,"[""SQL"", ""CSS"", ""Analyse de donn\u00e9es"", ""Git"", ""Communication""]",Marketing Digital
Personne 821,"[""React""]",Avancé,"[""R\u00e9solution de probl\u00e8mes"", ""Power BI"", ""JavaScript"", ""Azure""]",Développement Web
Personne 822,"[""CSS"", ""SQL"", ""IA""]",Avancé,"[""Docker"", ""JavaScript""]",Gestion de Projet
Personne 823,"[""Computer Vision"", ""SQL""]",Intermédiaire,"[""Google Cloud"", ""SQL"", ""Gestion de projet""]",Développement Web
Personne 824,"[""Big Data"", ""Computer Vision"", ""Angular""]",Intermédiaire,"[""Communication"", ""Python"", ""CSS"", ""JavaScript"", ""Docker""]",Gestion de Projet
Personne 825,"[""IA""]",Débutant,"[""Google Cloud"", ""JavaScript""]",Développement Web
Personne 826,"[""Web Development""]",Intermédiaire,"[""Analyse de donn\u00e9es"", ""JavaScript""]",Informatique
Personne 827,"[""Cloud Computing"", ""Node.js""]",Avancé,"[""CSS"", ""Azure"", ""HTML"", ""Excel""]",Data Science
Personne 828,"[""Angular"", ""Computer Vision"", ""Data Analysis""]",Avancé,"[""CSS"", ""Communication"", ""Tableau""]",Marketing Digital
Personne 829,"[""SQL"", ""NLP""]",Intermédiaire,"[""Excel"", ""Communication"", ""Power BI"", ""R\u00e9solution de probl\u00e8mes"", ""AWS""]",Marketing Digital
Personne 830,"[""IA""]",Avancé,"[""Excel"", ""R"", ""Communication""]",Marketing Digital
Personne 831,"[""Data Analysis"", ""NLP""]",Avancé,"[""Azure"", ""Git"", ""HTML""]",Data Science
Personne 832,"[""NLP"", ""HTML"", ""Web Development""]",Intermédiaire,"[""R"", ""CSS"", ""Tableau"", ""Power BI"", ""Communication""]",Développement Web
Personne 833,"[""Node.js""]",Intermédiaire,"[""Analyse de donn\u00e9es"", ""R"", ""JavaScript""]",Data Science
Personne 834,"[""Python""]",Débutant,"[""Python"", ""R"", ""Google Cloud""]",Informatique
Personne 835,"[""SQL""]",Avancé,"[""SQL"", ""Analyse de donn\u00e9es""]",Marketing Digital
Personne 836,"[""Cloud Computing""]",Avancé,"[""Communication"", ""Analyse de donn\u00e9es""]",Développement Web
Personne 837,"[""Python"", ""Machine Learning""]",Débutant,"[""Tableau"", ""Python"", ""R\u00e9solution de probl\u00e8mes"", ""Git""]",Data Science
Personne 838,"[""Node.js"", ""Machine Learning"", ""IA""]",Avancé,"[""Google Cloud"", ""Gestion de projet""]",Informatique
Personne 839,"[""Big Data""]",Avancé,"[""SQL"", ""CSS"", ""JavaScript"", ""Tableau""]",Gestion de Projet
Personne 840,"[""JavaScript"", ""SQL"", ""CSS""]",Intermédiaire,"[""R"", ""Power BI"", ""Git"", ""Analyse de donn\u00e9es"", ""SQL""]",Marketing Digital
Personne 841,"[""NLP"", ""HTML""]",Débutant,"[""Azure"", ""JavaScript"", ""Communication""]",Data Science
Personne 842,"[""Node.js"", ""Angular"", ""HTML""]",Intermédiaire,"[""Power BI"", ""Google Cloud"", ""HTML"", ""Python"", ""Git""]",Gestion de Projet
Personne 843,"[""Python"", ""JavaScript""]",Avancé,"[""Excel"", ""HTML"", ""Azure"", ""AWS""]",Gestion de Projet
Personne 844,"[""Cloud Computing"", ""Big Data"", ""Machine Learning""]",Avancé,"[""Communication"", ""SQL"", ""R\u00e9solution de probl\u00e8mes"", ""Analyse de donn\u00e9es""]",Informatique
Personne 845,"[""NLP""]",Débutant,"[""Excel"", ""Gestion de projet""]",Développement Web
Personne 846,"[""Web Development"", ""React""]",Avancé,"[""R\u00e9solution de probl\u00e8mes"", ""Analyse de donn\u00e9es""]",Gestion de Projet
Personne 847,"[""NLP""]",Avancé,"[""Communication"", ""Docker"", ""R\u00e9solution de probl\u00e8mes""]",Data Science
Personne 848,"[""CSS"", ""Machine Learning""]",Intermédiaire,"[""Google Cloud"", ""Docker"", ""Power BI"", ""JavaScript"", ""Analyse de donn\u00e9es""]",Data Science
Personne 849,"[""Python""]",Débutant,"[""Tableau"", ""Azure"", ""JavaScript"", ""Google Cloud"", ""Docker""]",Développement Web
Personne 850,"[""Computer Vision""]",Débutant,"[""Communication"", ""Analyse de donn\u00e9es""]",Gestion de Projet
Personne 851,"[""Big Data"", ""Web Development"", ""Node.js""]",Intermédiaire,"[""JavaScript"", ""Python"", ""AWS"", ""CSS""]",Marketing Digital
Personne 852,"[""IA"", ""JavaScript"", ""CSS""]",Débutant,"[""SQL"", ""R\u00e9solution de probl\u00e8mes"", ""Tableau"", ""Docker"", ""Excel""]",Marketing Digital
Personne 853,"[""React"", ""Node.js""]",Intermédiaire,"[""R"", ""Azure"", ""CSS"", ""Tableau"", ""Google Cloud""]",Data Science
Personne 854,"[""Big Data""]",Intermédiaire,"[""Communication"", ""Analyse de donn\u00e9es"", ""AWS"", ""Tableau"", ""CSS""]",Marketing Digital
Personne 855,"[""SQL"", ""Cloud Computing"", ""Machine Learning""]",Avancé,"[""Docker"", ""R\u00e9solution de probl\u00e8mes""]",Gestion de Projet
Personne 856,"[""CSS""]",Avancé,"[""CSS"", ""R\u00e9solution de probl\u00e8mes"", ""JavaScript"", ""SQL"", ""Excel""]",Data Science
Personne 857,"[""HTML"", ""Node.js""]",Avancé,"[""Docker"", ""JavaScript""]",Informatique
Personne 858,"[""SQL"", ""React""]",Avancé,"[""Gestion de projet"", ""CSS"", ""Tableau"", ""R\u00e9solution de probl\u00e8mes"", ""Analyse de donn\u00e9es""]",Gestion de Projet
Personne 859,"[""React"", ""CSS"", ""Web Development""]",Avancé,"[""Azure"", ""R\u00e9solution de probl\u00e8mes"", ""Communication"", ""Python"", ""Power BI""]",Développement Web
Personne 860,"[""JavaScript"", ""Angular""]",Intermédiaire,"[""Tableau"", ""Docker"", ""CSS"", ""Google Cloud""]",Informatique
Personne 861,"[""NLP""]",Avancé,"[""Azure"", ""R\u00e9solution de probl\u00e8mes""]",Développement Web
Personne 862,"[""React""]",Intermédiaire,"[""HTML"", ""Python"", ""Gestion de projet"", ""Azure""]",Data Science
Personne 863,"[""Cloud Computing"", ""Angular"", ""CSS""]",Intermédiaire,"[""Azure"", ""Git"", ""JavaScript"", ""Google Cloud""]",Développement Web
Personne 864,"[""Computer Vision"", ""SQL"", ""JavaScript""]",Débutant,"[""Communication"", ""R"", ""CSS"", ""Power BI"", ""Analyse de donn\u00e9es""]",Data Science
Personne 865,"[""Data Analysis""]",Intermédiaire,"[""R"", ""Docker"", ""Gestion de projet""]",Développement Web
Personne 866,"[""Angular"", ""Python""]",Intermédiaire,"[""Excel"", ""HTML"", ""Python"", ""Google Cloud"", ""CSS""]",Gestion de Projet
Personne 867,"[""Python""]",Débutant,"[""Analyse de donn\u00e9es"", ""R\u00e9solution de probl\u00e8mes"", ""Docker""]",Gestion de Projet
Personne 868,"[""SQL""]",Intermédiaire,"[""JavaScript"", ""Git"", ""R""]",Gestion de Projet
Personne 869,"[""Computer Vision"", ""Node.js""]",Avancé,"[""Azure"", ""Excel"", ""HTML"", ""SQL"", ""AWS""]",Data Science
Personne 870,"[""Python"", ""JavaScript""]",Intermédiaire,"[""Tableau"", ""Google Cloud"", ""R\u00e9solution de probl\u00e8mes"", ""CSS"", ""SQL""]",Gestion de Projet
Personne 871,"[""Node.js"", ""Data Analysis"", ""Machine Learning""]",Intermédiaire,"[""CSS"", ""Python""]",Data Science
Personne 872,"[""Big Data"", ""HTML"", ""Computer Vision""]",Avancé,"[""Analyse de donn\u00e9es"", ""HTML""]",Informatique
